ID,Attrition_Flag,Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Used_Bal,Total_Unused_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
354413079,Existing Customer,33,F,4,Uneducated,Divorced,$40K - $60K,Blue,27,2,3,1,4037,1684,1986,0.675,8608,100,0.515,0.459
359129716,Attrited Customer,33,F,3,High School,Married,N/A,Blue,40,1,6,2,9221.3,0,8383,1.036,5460,63,0.853,0
378931629,Existing Customer,33,F,4,Graduate,NaN,Less than $40K,Blue,38,2,3,1,2635.6,887,1509,0.604,7480,84,0.787,0.37
404143704,Existing Customer,33,M,5,Graduate,Married,$80K - $120K,Blue,40,1,3,0,32149.7,1151,28076,0.73,8420,100,0.852,0.039
410293629,Existing Customer,33,F,4,Graduate,Married,Less than $40K,Silver,40,2,7,2,11744.7,0,10677,0.905,8637,94,0.808,0
354765204,Existing Customer,33,M,4,Doctorate,Single,$120K +,Gold,36,1,4,1,37967.6,1411,33105,0.701,8007,96,0.778,0.041
356469129,Existing Customer,33,M,2,Graduate,Single,Less than $40K,Silver,32,2,1,3,13964.5,1613,11082,0.852,8328,94,0.843,0.127
404712766,Existing Customer,33,F,2,Uneducated,Divorced,$40K - $60K,Silver,40,5,3,2,17363.5,1174,14611,0.732,8097,105,0.842,0.074
385424154,Existing Customer,33,M,2,Graduate,Married,$60K - $80K,Platinum,31,2,3,1,37967.6,1308,33208,0.746,8773,105,0.78,0.038
390585954,Existing Customer,33,M,3,Graduate,Single,$40K - $60K,Blue,38,1,4,1,4126.1,1869,1882,0.926,9497,106,0.71,0.498
358243254,Attrited Customer,33,F,3,High School,Married,$40K - $60K,Blue,37,6,3,2,3738.9,0,3399,0.991,5529,78,0.66,0
385837479,Existing Customer,33,M,2,High School,Married,$40K - $60K,Blue,33,1,4,3,12681.9,1823,9706,0.727,8135,97,0.702,0.158
358220529,Existing Customer,33,F,4,High School,Single,Less than $40K,Silver,36,2,7,2,15857.6,0,14416,0.788,13820,99,0.65,0
355032016,Attrited Customer,33,M,3,Uneducated,Married,$40K - $60K,Blue,28,2,3,5,5029.2,0,4572,0.48,3555,42,0.4,0
355416954,Existing Customer,33,M,5,High School,Married,$80K - $120K,Blue,25,1,4,3,28161.1,1384,24217,0.745,12896,100,0.852,0.054
359382354,Existing Customer,33,M,3,Graduate,NaN,$120K +,Blue,36,1,6,3,9743.8,1359,7499,0.741,14223,103,0.776,0.153
354198016,Existing Customer,33,F,2,Uneducated,Married,Less than $40K,Blue,27,1,3,2,2739,1059,1431,0.715,12257,101,0.772,0.425
358440841,Attrited Customer,33,M,5,Uneducated,Married,$80K - $120K,Blue,34,2,4,3,3778.5,2517,918,0.332,5567,51,0.545,0.733
394933066,Existing Customer,33,F,3,Graduate,NaN,$40K - $60K,Blue,35,2,4,2,4749.8,2359,1959,0.993,12867,118,0.573,0.546
405538441,Attrited Customer,33,M,3,Graduate,Married,$40K - $60K,Blue,40,1,6,3,8776.9,0,7979,0.465,5056,63,0.853,0
407295241,Existing Customer,33,F,2,Graduate,Married,$40K - $60K,Blue,40,1,4,3,3951.2,865,2727,0.663,12777,95,0.727,0.241
354286966,Existing Customer,33,F,2,N/A,Single,Less than $40K,Silver,36,2,3,3,14328.6,789,12237,0.74,14747,100,0.724,0.061
358489591,Existing Customer,33,M,2,College,Married,$60K - $80K,Blue,34,1,1,2,19410.6,1396,16250,0.851,15527,106,0.893,0.079
358240179,Existing Customer,33,M,3,Uneducated,Single,$60K - $80K,Blue,36,2,3,1,12233.1,1296,9825,0.789,13814,81,1.025,0.117
356119479,Existing Customer,33,M,4,Graduate,Married,Less than $40K,Blue,36,1,3,3,7954.1,1047,6184,0.947,15571,115,0.797,0.145
357304291,Attrited Customer,33,M,5,High School,Divorced,$120K +,Blue,36,2,4,2,5815.7,0,5287,0.841,8392,69,0.683,0
356775241,Existing Customer,33,M,4,Graduate,NaN,$60K - $80K,Blue,33,1,7,1,9537,1930,6740,0.933,13767,96,0.655,0.223
402742966,Existing Customer,33,F,3,Graduate,Married,Less than $40K,Blue,40,2,1,3,4411,2517,1493,0.71,14354,101,0.629,0.628
394335804,Existing Customer,33,F,4,College,Single,$40K - $60K,Gold,30,1,3,1,25356.1,1836,21215,0.743,14393,107,0.814,0.08
356699079,Existing Customer,33,M,3,Post-Graduate,Married,$40K - $60K,Blue,30,2,3,2,4203.1,1673,2148,0.869,15005,89,0.712,0.438
359212666,Existing Customer,33,M,4,Graduate,Married,$80K - $120K,Blue,32,1,1,3,29500.9,1657,25162,0.816,14450,111,0.762,0.062
356056779,Attrited Customer,33,M,2,Graduate,Married,$80K - $120K,Blue,36,4,4,3,27328.4,1273,23571,0.437,6549,75,0.974,0.051
397370229,Existing Customer,33,F,3,Graduate,Married,Less than $40K,Silver,39,1,3,3,11204.6,1608,8578,0.712,14023,106,0.767,0.158
354907441,Existing Customer,33,F,2,High School,Single,Less than $40K,Platinum,36,1,4,1,17585.7,2262,13725,0.714,15513,127,0.649,0.141
378628179,Existing Customer,33,M,3,Graduate,Single,$60K - $80K,Blue,38,1,4,3,3567.3,1580,1663,1.075,15710,122,0.743,0.487
358002129,Existing Customer,33,M,4,High School,Single,$60K - $80K,Blue,35,1,1,3,9293.9,2092,6357,0.709,17634,120,0.667,0.248
355428279,Existing Customer,33,F,2,Graduate,Married,Less than $40K,Blue,36,2,4,1,3669.6,1889,1447,0.85,13989,105,0.567,0.566
360553629,Existing Customer,33,F,5,N/A,NaN,Less than $40K,Blue,37,2,3,2,6011.5,1967,3498,0.644,14192,115,0.667,0.36
355070604,Existing Customer,33,F,4,Uneducated,Married,Less than $40K,Blue,37,3,4,1,3515.6,1817,1379,0.731,13300,104,0.677,0.569
357456204,Existing Customer,33,M,2,Uneducated,Married,$80K - $120K,Blue,37,3,1,1,35502.5,1845,30430,0.841,14917,88,0.796,0.057
357526291,Existing Customer,33,M,3,Doctorate,Single,$60K - $80K,Silver,34,3,4,1,30243.4,879,26615,0.671,14375,112,0.672,0.032
359920854,Existing Customer,33,M,0,Uneducated,Single,$80K - $120K,Blue,36,1,6,3,22391.6,2031,18325,0.752,15180,121,0.806,0.1
355263766,Attrited Customer,33,M,5,College,Single,$40K - $60K,Blue,36,4,4,3,5480.2,0,4982,0.886,8586,58,1,0
413074441,Existing Customer,33,M,2,Graduate,Married,$120K +,Blue,41,4,4,1,18098.3,1660,14793,0.629,14762,108,0.742,0.101
354041041,Existing Customer,33,F,3,High School,Married,Less than $40K,Blue,36,4,4,3,3898.4,1661,1883,0.831,15149,111,0.734,0.469
389444041,Attrited Customer,33,F,2,Graduate,Married,$40K - $60K,Blue,26,6,3,4,4737.7,0,4307,0.743,8697,62,0.59,0
356423229,Existing Customer,33,M,4,High School,Divorced,$80K - $120K,Blue,39,5,4,4,15719,1432,12858,0.815,14709,125,0.689,0.1
360192804,Existing Customer,33,M,3,College,NaN,$80K - $120K,Blue,31,2,1,4,23053.8,1936,19022,0.772,14314,99,0.768,0.092
354968791,Existing Customer,33,F,2,High School,Single,N/A,Blue,34,4,4,2,3326.4,1835,1189,0.793,14220,108,0.662,0.607
357271816,Attrited Customer,33,F,3,N/A,Single,Less than $40K,Blue,36,1,3,5,8250,0,7500,0.576,8024,78,0.696,0
355469641,Existing Customer,33,F,3,Uneducated,Divorced,$40K - $60K,Blue,36,3,3,4,4629.9,1300,2909,0.75,16078,105,0.615,0.309
356383104,Attrited Customer,33,M,5,Uneducated,Single,$120K +,Silver,36,4,3,1,37967.6,0,34516,0.732,8603,84,0.615,0
384364254,Existing Customer,33,F,5,Doctorate,Married,Less than $40K,Gold,39,6,4,2,17585.7,1096,14891,0.625,14209,103,0.776,0.069
377652841,Existing Customer,33,M,5,Graduate,Married,$60K - $80K,Blue,38,5,1,4,9881.3,0,8983,0.713,15163,124,0.746,0
357545004,Existing Customer,33,M,4,Graduate,Single,$60K - $80K,Silver,36,2,4,4,31420.4,2517,26047,0.711,14875,107,0.783,0.088
356884179,Existing Customer,33,M,4,Graduate,Single,$40K - $60K,Blue,35,3,3,2,8728.5,888,7047,0.779,15380,122,0.694,0.112
354594054,Existing Customer,34,M,2,Graduate,Single,$60K - $80K,Silver,33,4,3,2,37967.6,1529,32987,0.609,13940,105,0.81,0.044
399861954,Existing Customer,34,M,3,High School,Married,$80K - $120K,Blue,40,4,4,3,21403.8,1435,18023,0.787,1217,27,0.8,0.074
356593516,Existing Customer,34,M,1,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,22504.9,2071,18388,1.248,1767,38,2.167,0.101
356870679,Attrited Customer,34,M,5,Graduate,Single,$80K - $120K,Blue,33,6,4,3,36272.5,2517,30458,0.658,597,17,0.7,0.076
356889954,Existing Customer,34,F,3,Doctorate,Single,N/A,Blue,36,6,4,2,2407.9,1666,523,0.343,1287,36,0.636,0.761
356062629,Attrited Customer,34,M,4,High School,Married,$120K +,Blue,30,3,4,3,2686.2,0,2442,0.98,701,19,0.727,0
389330679,Existing Customer,34,F,1,N/A,Married,Less than $40K,Blue,36,2,4,2,2721.4,2143,331,1.53,1541,40,1,0.866
377448504,Existing Customer,34,M,3,High School,Single,$40K - $60K,Blue,39,2,4,2,10375.2,1418,8014,0.612,1319,26,0.368,0.15
355279029,Existing Customer,34,F,3,N/A,Married,Less than $40K,Blue,38,4,4,3,4748.7,2517,1800,0.944,1619,36,1,0.583
399612054,Existing Customer,34,F,4,Graduate,Single,Less than $40K,Blue,40,5,1,2,6891.5,1942,4323,1.027,1715,43,0.87,0.31
395067204,Existing Customer,34,M,4,Graduate,Single,$60K - $80K,Blue,39,6,3,3,11815.1,755,9986,1.166,1278,22,1.444,0.07
359777379,Existing Customer,34,M,2,Uneducated,Married,$80K - $120K,Blue,38,6,4,2,37967.6,2165,32351,0.837,1672,32,0.524,0.063
409564929,Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,41,5,4,0,5219.5,1270,3475,0.93,1519,31,0.938,0.268
356720979,Existing Customer,34,M,2,High School,Married,$120K +,Blue,36,5,4,2,21699.7,1785,17942,0.572,1245,25,0.786,0.09
356819979,Existing Customer,34,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,4,1,10425.8,820,8658,0.64,1327,41,0.864,0.087
389515516,Existing Customer,34,F,2,Graduate,Married,$40K - $60K,Blue,22,6,1,3,2535.5,1627,678,0.747,1230,36,0.565,0.706
389752029,Existing Customer,34,F,2,Post-Graduate,Married,Less than $40K,Blue,28,5,1,1,5515.4,1910,3104,0.863,1209,25,1.5,0.381
358734579,Existing Customer,34,M,2,N/A,Married,$80K - $120K,Blue,30,6,4,0,20435.8,1385,17193,0.565,1606,54,0.421,0.075
355935166,Existing Customer,34,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,6,4,3,37967.6,1597,32919,0.858,1628,51,1.217,0.046
357939091,Existing Customer,34,M,4,Graduate,Single,$80K - $120K,Blue,35,4,4,3,20157.5,723,17602,0.815,1517,33,0.65,0.039
359725741,Existing Customer,34,F,4,Post-Graduate,Married,Less than $40K,Blue,37,5,4,2,4150.3,1972,1801,0.783,1528,25,1.083,0.523
413666491,Existing Customer,34,M,3,High School,Single,$80K - $120K,Gold,42,3,3,2,37967.6,2113,32403,0.618,1362,31,1.214,0.061
404648154,Existing Customer,34,M,2,College,Single,$80K - $120K,Blue,41,4,3,0,23678.6,2332,19194,0.755,1313,37,0.609,0.108
354723391,Existing Customer,34,M,4,Graduate,Single,$60K - $80K,Blue,38,3,4,2,4768.5,2480,1855,0.543,1373,36,1.118,0.572
354432354,Existing Customer,34,M,3,College,NaN,$80K - $120K,Blue,36,4,3,2,27355.9,1729,23140,0.408,1409,36,0.5,0.07
404482216,Existing Customer,34,F,4,Doctorate,Divorced,Less than $40K,Blue,41,4,1,1,9562.3,1378,7315,0.799,1594,45,0.452,0.159
356790316,Existing Customer,34,M,3,Graduate,Married,$40K - $60K,Blue,32,6,3,3,12624.7,0,11477,0.767,1260,27,0.688,0
358979416,Existing Customer,34,M,4,Graduate,Married,$60K - $80K,Blue,35,5,1,2,1688.5,700,835,2.282,1848,25,1.083,0.456
392557404,Existing Customer,34,M,2,Post-Graduate,Single,$40K - $60K,Silver,40,4,3,2,17004.9,0,15459,0.789,1419,30,0.667,0
356810154,Existing Customer,34,F,2,High School,Married,Less than $40K,Blue,35,6,6,3,5142.5,1734,2941,0.413,1232,34,0.545,0.371
360155229,Existing Customer,34,M,1,N/A,Single,$120K +,Blue,32,5,3,1,13024,1295,10545,0.84,1560,49,0.4,0.109
409022979,Existing Customer,34,M,4,Graduate,Single,$40K - $60K,Blue,41,5,4,2,7415.1,1745,4996,0.559,1682,46,0.438,0.259
389660491,Existing Customer,34,M,4,Uneducated,Single,$80K - $120K,Blue,28,4,4,2,21827.3,1178,18665,0.909,1638,49,0.633,0.059
355498591,Existing Customer,34,M,0,N/A,Married,$60K - $80K,Gold,36,3,4,2,37967.6,1092,33424,0.737,1409,39,0.345,0.032
385853154,Existing Customer,34,M,2,Doctorate,Single,$80K - $120K,Blue,34,4,4,2,15741,694,13616,0.558,1254,34,0.478,0.048
390099129,Existing Customer,34,M,4,College,Single,$120K +,Blue,36,5,3,1,8572.3,1705,6088,0.597,1099,39,0.696,0.219
359032141,Existing Customer,34,M,3,Uneducated,Divorced,$60K - $80K,Blue,34,4,4,0,12651.1,713,10788,0.84,1481,41,0.519,0.062
357155791,Existing Customer,34,F,4,Graduate,Single,N/A,Blue,36,4,4,2,18725.3,1084,15939,0.928,1610,43,0.387,0.064
358171704,Existing Customer,34,M,3,Graduate,Divorced,$80K - $120K,Blue,38,3,3,1,9322.5,1385,7090,0.611,1381,40,0.481,0.163
355573741,Attrited Customer,34,F,3,Graduate,Single,Less than $40K,Blue,28,2,3,3,9406.1,1067,7484,0.931,1097,32,0.778,0.125
360359454,Existing Customer,34,M,3,Uneducated,Single,$120K +,Blue,36,5,1,3,29674.7,1961,25016,0.641,1958,41,1.05,0.073
379911579,Existing Customer,34,M,1,N/A,Married,$60K - $80K,Blue,39,4,4,3,5911.4,2324,3050,0.423,1557,49,0.4,0.432
354447579,Existing Customer,34,M,2,N/A,Married,$80K - $120K,Blue,34,3,4,3,3217.5,2365,560,0.691,1371,30,0.579,0.809
357494791,Existing Customer,34,M,2,Graduate,Married,$60K - $80K,Blue,36,3,3,3,16945.5,1691,13714,0.814,1763,44,0.189,0.11
389857554,Existing Customer,34,M,2,N/A,Divorced,$80K - $120K,Blue,30,3,4,3,3047,1286,1484,1.068,2920,74,0.721,0.464
399017679,Existing Customer,34,F,4,High School,Single,Less than $40K,Blue,40,3,3,2,3911.6,2172,1384,0.402,1221,41,0.708,0.611
359695891,Existing Customer,34,M,4,Uneducated,Married,$40K - $60K,Blue,35,3,3,2,10063.9,1566,7583,0.971,1790,60,0.765,0.171
390356529,Existing Customer,34,M,3,High School,Married,$60K - $80K,Blue,35,4,4,3,16171.1,1635,13066,0.618,3490,69,0.533,0.111
357275191,Existing Customer,34,M,2,High School,Single,$40K - $60K,Blue,36,4,4,3,4541.9,0,4129,0.96,1678,40,1,0
356878254,Existing Customer,34,M,3,Graduate,Divorced,Less than $40K,Blue,36,5,1,3,4634.3,997,3216,0.668,1264,30,0.667,0.237
367782579,Existing Customer,34,M,4,Graduate,Married,$60K - $80K,Blue,33,6,3,2,23702.8,1180,20368,0.52,1582,38,0.652,0.055
355022529,Existing Customer,34,M,5,High School,Married,$40K - $60K,Silver,28,5,1,3,20676.7,2158,16639,0.446,1364,40,0.538,0.115
355401129,Existing Customer,34,F,2,Graduate,Married,Less than $40K,Blue,38,4,4,0,3176.8,2245,643,0.772,1111,26,0.368,0.777
360558766,Existing Customer,34,F,3,Graduate,Single,Less than $40K,Blue,26,3,4,3,2388.1,1418,753,0.505,1415,45,0.406,0.653
354179341,Existing Customer,34,M,2,Graduate,Married,$80K - $120K,Silver,35,6,4,2,37967.6,1236,33280,0.549,1665,40,0.667,0.036
389377929,Existing Customer,34,M,3,Graduate,NaN,$80K - $120K,Blue,27,5,1,3,4031.5,1725,1940,0.495,1881,55,0.618,0.471
386724279,Existing Customer,34,M,3,Graduate,Divorced,$80K - $120K,Blue,40,6,4,3,4040.3,2292,1381,0.637,1257,34,0.545,0.624
356740291,Existing Customer,34,F,3,High School,Married,N/A,Blue,36,5,3,2,5134.8,0,4668,0.89,1612,47,1.474,0
386397054,Existing Customer,34,F,3,Doctorate,Single,Less than $40K,Blue,36,5,1,4,2421.1,651,1550,0.825,3165,65,0.585,0.296
356098254,Attrited Customer,34,F,3,High School,Single,N/A,Blue,34,4,4,3,32497.3,1164,28379,0.717,1015,27,0.35,0.039
355797916,Existing Customer,34,M,3,College,Married,$60K - $80K,Blue,36,5,3,2,10979.1,807,9174,0.655,1456,30,0.667,0.081
354927804,Existing Customer,34,F,4,High School,Married,Less than $40K,Blue,36,3,4,4,1582.13,981,457.3,0.663,1114,33,0.65,0.682
357764491,Existing Customer,34,M,5,Uneducated,Divorced,$60K - $80K,Blue,36,3,1,2,18915.6,1646,15550,0.542,1466,41,1.278,0.096
355308091,Existing Customer,34,F,3,Uneducated,Single,N/A,Blue,33,5,4,4,21994.5,0,19995,0.65,1879,34,0.7,0
369846466,Existing Customer,34,F,2,N/A,Single,$40K - $60K,Blue,29,4,3,4,3438.6,2517,609,1.235,1638,41,0.519,0.805
359415091,Existing Customer,34,M,1,High School,Single,$60K - $80K,Blue,38,5,3,4,26395.6,2517,21479,0.488,1339,29,0.381,0.105
359824704,Existing Customer,34,M,2,High School,Married,$60K - $80K,Blue,35,6,4,3,15144.8,763,13005,0.712,1390,44,0.76,0.055
358191354,Attrited Customer,34,F,2,Graduate,Single,Less than $40K,Blue,36,3,6,3,9139.9,858,7451,0.888,1165,35,0.4,0.103
409454416,Existing Customer,34,M,3,Graduate,Married,$40K - $60K,Blue,41,5,3,2,2820.4,0,2564,1.026,2038,45,0.364,0
360252316,Attrited Customer,34,M,2,Uneducated,NaN,$60K - $80K,Blue,32,6,3,3,3579.4,0,3254,0.733,967,24,1.182,0
382912029,Existing Customer,34,M,4,Doctorate,Married,$80K - $120K,Blue,39,3,4,1,5616.6,1539,3567,0.907,3784,74,0.609,0.301
357758866,Attrited Customer,34,F,3,High School,Single,Less than $40K,Silver,39,1,0,4,14401.2,1962,11130,0.686,936,25,0.25,0.15
360721704,Existing Customer,34,M,2,Uneducated,Single,$120K +,Blue,33,6,3,3,37967.6,676,33840,0.814,3508,58,0.871,0.02
355812841,Existing Customer,34,M,4,Doctorate,Married,$120K +,Blue,36,3,3,5,3414.4,862,2242,1.057,2781,74,0.682,0.278
356552229,Attrited Customer,34,M,2,Graduate,Single,$40K - $60K,Blue,31,3,4,5,8655.9,0,7869,0.692,998,25,0.562,0
359868916,Existing Customer,34,F,4,Uneducated,Married,Less than $40K,Blue,36,4,3,2,7007,0,6370,0.855,1783,40,0.667,0
385926241,Existing Customer,34,M,3,Graduate,Single,$80K - $120K,Blue,35,6,4,4,5423,0,4930,1.019,3343,77,0.638,0
360092529,Attrited Customer,34,M,3,Graduate,Married,$60K - $80K,Blue,36,2,4,4,4693.7,0,4267,0.862,1067,23,0.769,0
395024079,Existing Customer,34,F,4,College,Married,Less than $40K,Blue,38,3,4,3,9769.1,1865,7016,1.279,2632,54,1.077,0.21
396201241,Existing Customer,34,M,4,Graduate,Single,$60K - $80K,Blue,40,5,3,1,13508,985,11295,0.841,4263,70,1,0.08
359735229,Attrited Customer,34,M,3,College,Single,$80K - $120K,Blue,39,1,6,3,4428.6,243,3783,0.738,1102,27,0.8,0.06
409988529,Existing Customer,34,M,2,High School,Single,$40K - $60K,Blue,41,3,4,2,3465,1543,1607,0.998,3432,71,0.972,0.49
389724654,Existing Customer,34,F,4,High School,Single,Less than $40K,Blue,28,6,4,4,3526.6,0,3206,1.065,3253,72,0.532,0
355079829,Existing Customer,34,M,5,High School,Married,$120K +,Blue,32,5,3,2,37967.6,1024,33492,0.72,2436,71,0.651,0.03
359989291,Existing Customer,34,M,2,High School,Married,$60K - $80K,Blue,40,4,1,3,5791.5,0,5265,0.524,3281,68,0.744,0
396839304,Existing Customer,34,M,4,Graduate,Single,$80K - $120K,Silver,40,5,1,4,37967.6,0,34516,0.938,3568,57,0.676,0
354052329,Existing Customer,34,M,1,Graduate,NaN,$40K - $60K,Blue,36,4,4,2,1582.13,890,548.3,1.143,2928,48,1.4,0.619
357378954,Existing Customer,34,M,4,Graduate,Married,$120K +,Silver,36,4,1,3,37967.6,1380,33136,0.66,2163,56,0.4,0.04
356859279,Existing Customer,34,M,3,Graduate,Married,$40K - $60K,Blue,37,6,3,5,2643.3,0,2403,0.727,3393,64,0.882,0
399057016,Existing Customer,34,M,2,Graduate,Married,$60K - $80K,Blue,40,4,3,4,8743.9,1514,6435,0.857,3355,58,0.657,0.19
410325954,Existing Customer,34,F,3,Graduate,Single,$40K - $60K,Blue,41,5,3,4,8202.7,0,7457,0.717,3162,64,0.73,0
386134029,Existing Customer,34,F,4,Uneducated,Single,Less than $40K,Blue,35,5,3,3,2994.2,1473,1249,0.737,3129,69,0.683,0.541
356381379,Existing Customer,34,M,2,Graduate,Married,$60K - $80K,Blue,34,4,3,0,10396.1,1280,8171,0.681,3179,79,0.975,0.135
359145616,Existing Customer,34,M,4,Graduate,Married,$80K - $120K,Blue,33,5,1,3,17849.7,917,15310,0.479,4314,67,0.634,0.057
355351854,Existing Customer,34,F,4,N/A,Single,$40K - $60K,Silver,35,6,4,2,18683.5,968,16017,0.455,2961,56,0.647,0.057
360042091,Existing Customer,34,M,3,N/A,Divorced,$120K +,Blue,34,5,3,4,17912.4,0,16284,0.889,3018,75,0.5,0
411810541,Existing Customer,34,M,3,Graduate,Married,$120K +,Blue,42,3,4,4,10149.7,938,8289,0.735,3948,74,0.721,0.102
355864104,Existing Customer,34,M,4,Graduate,Single,$120K +,Blue,34,4,1,2,37967.6,0,34516,0.991,4143,68,0.659,0
356635854,Existing Customer,34,M,3,Uneducated,Married,Less than $40K,Silver,33,5,3,2,13953.5,0,12685,0.674,4454,74,0.574,0
357414354,Existing Customer,34,M,0,High School,Divorced,$80K - $120K,Blue,36,3,1,4,17708.9,0,16099,0.562,3656,88,0.76,0
355721904,Existing Customer,34,M,2,N/A,Divorced,$60K - $80K,Blue,37,6,1,1,2964.5,1657,1038,0.813,4068,53,0.963,0.615
389476029,Existing Customer,34,M,3,College,Married,$80K - $120K,Blue,32,4,3,5,22946,1496,19364,0.816,3435,56,0.697,0.072
357845454,Existing Customer,34,F,3,Graduate,Single,Less than $40K,Silver,39,4,4,2,13444.2,1260,10962,1.138,3418,78,0.733,0.103
358475379,Attrited Customer,34,M,4,High School,Married,$60K - $80K,Blue,36,1,4,2,8818.7,0,8017,0.559,1657,43,0.654,0
401888266,Existing Customer,34,M,2,Post-Graduate,Single,$60K - $80K,Blue,41,3,4,2,11084.7,0,10077,0.639,2118,52,0.576,0
393790929,Existing Customer,34,M,2,N/A,NaN,$120K +,Blue,37,3,3,4,3445.2,1466,1666,0.689,3612,59,0.595,0.468
389644516,Existing Customer,34,F,3,Uneducated,Single,N/A,Blue,28,4,1,5,23810.6,1778,19868,1.071,3328,61,0.794,0.082
394796529,Existing Customer,34,M,5,College,Married,$60K - $80K,Blue,39,3,3,3,26672.8,1020,23228,1.19,3311,84,0.75,0.042
355327404,Attrited Customer,34,M,4,Graduate,Single,$80K - $120K,Blue,36,3,1,4,1999.8,0,1818,0.672,2308,44,0.467,0
359825679,Existing Customer,34,F,4,Uneducated,Single,N/A,Blue,33,3,4,3,27443.9,1749,23200,0.626,4092,77,0.54,0.07
359458704,Existing Customer,34,F,3,Graduate,Married,$40K - $60K,Blue,38,4,4,3,3426.5,1136,1979,0.499,3704,70,0.458,0.365
390485791,Existing Customer,34,M,1,Graduate,Divorced,$120K +,Blue,30,6,3,2,2217.6,797,1219,1.108,3772,62,0.879,0.395
356888941,Existing Customer,34,F,0,Graduate,Divorced,N/A,Blue,36,3,4,2,7538.3,1679,5174,0.975,3543,52,1,0.245
358503729,Existing Customer,34,M,2,Graduate,Married,$40K - $60K,Blue,38,4,4,3,2702.7,1051,1406,0.982,3256,71,0.919,0.428
356322241,Existing Customer,34,M,3,High School,Single,$60K - $80K,Blue,39,5,4,1,22251.9,1217,19012,0.741,4270,62,0.55,0.06
394555741,Existing Customer,34,M,3,Graduate,NaN,$80K - $120K,Blue,34,5,4,4,18200.6,1850,14696,0.729,4255,75,0.562,0.112
356099491,Existing Customer,34,M,4,Graduate,Married,$60K - $80K,Blue,36,3,4,3,3583.8,0,3258,0.784,3169,67,0.489,0
358071429,Existing Customer,34,F,4,Uneducated,Married,Less than $40K,Silver,36,3,1,4,12057.1,1391,9570,0.662,3914,77,0.75,0.127
354177841,Existing Customer,34,F,4,Graduate,Married,N/A,Blue,38,3,3,3,18496.5,0,16815,0.938,2976,65,0.512,0
356585679,Existing Customer,34,F,4,College,Single,Less than $40K,Blue,36,6,1,2,1582.13,0,1438.3,0.749,3880,74,0.721,0
360606916,Existing Customer,34,F,2,High School,NaN,N/A,Blue,32,4,1,3,8762.6,1423,6543,0.987,3780,75,0.923,0.179
357928591,Existing Customer,34,M,2,College,Single,$60K - $80K,Blue,36,3,4,2,5432.9,1296,3643,0.911,2150,43,0.87,0.262
355926391,Existing Customer,34,M,2,N/A,Married,$60K - $80K,Blue,36,3,3,2,6320.6,1572,4174,0.937,3446,56,1,0.274
389854516,Existing Customer,34,M,4,N/A,Married,$60K - $80K,Blue,29,6,4,2,6308.5,2410,3325,0.616,3908,75,0.63,0.42
368993041,Existing Customer,34,M,3,High School,Single,$60K - $80K,Blue,39,4,1,4,26006.2,2049,21593,0.719,3139,54,0.636,0.087
354711579,Existing Customer,34,M,4,Graduate,Single,$80K - $120K,Blue,26,4,4,0,1970.1,1337,454,0.763,3592,46,0.917,0.747
413985466,Existing Customer,34,F,4,Graduate,Married,Less than $40K,Blue,42,4,3,0,3854.4,1698,1806,0.575,4439,70,0.628,0.485
358515316,Existing Customer,34,M,4,College,Single,$60K - $80K,Blue,34,5,4,4,2605.9,1405,964,0.624,3034,51,0.889,0.593
360761829,Existing Customer,34,M,5,High School,NaN,$120K +,Blue,26,4,4,3,37967.6,772,33744,0.979,3699,77,0.878,0.022
357214629,Existing Customer,34,M,5,Doctorate,Single,$60K - $80K,Blue,39,4,4,3,12610.4,0,11464,1.02,3660,55,1.037,0
358679079,Existing Customer,34,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,1,2,6037.9,1189,4300,0.95,3215,64,0.882,0.217
413845929,Existing Customer,34,F,3,College,Single,Less than $40K,Blue,42,3,3,4,8377.6,1251,6365,0.581,2006,52,0.405,0.164
354644679,Existing Customer,34,M,3,Graduate,Single,$80K - $120K,Blue,38,4,1,2,8911.1,1266,6835,0.615,3226,53,0.71,0.156
390416529,Existing Customer,34,M,2,High School,Married,$40K - $60K,Blue,32,4,4,2,2880.9,2271,348,0.61,3835,60,0.818,0.867
409575541,Existing Customer,34,M,5,High School,Single,$60K - $80K,Blue,41,3,4,4,8225.8,1775,5703,0.54,4042,79,0.491,0.237
356038179,Existing Customer,34,M,3,High School,Single,$120K +,Blue,34,5,4,2,5670.5,868,4287,0.882,3535,57,1.111,0.168
359908291,Attrited Customer,34,M,3,Doctorate,Married,$120K +,Blue,38,3,3,2,9887.9,552,8437,0.699,2309,49,0.633,0.061
357364966,Existing Customer,34,M,2,N/A,Married,$80K - $120K,Blue,36,6,1,2,15580.4,1525,12639,0.543,3749,59,0.686,0.108
